,doi
2697,10.1038/sj.onc.1210894
2698,10.2196/jmir.6.1.e3
2699,10.1172/jci200422206
2700,10.1152/ajpendo.00484.2005
2701,10.1073/pnas.0609752104
2702,10.1016/j.jnutbio.2005.05.009
2703,10.1093/jn/136.1.52
2704,10.1093/hmg/ddh181
2705,10.1002/pros.20079
2706,10.1677/erc.1.00525
2707,10.1158/0008-5472.can-04-3077
2708,10.1073/pnas.0408925102
2709,10.2741/1745
2710,10.1210/me.2004-0401
2711,10.1002/pros.20154
2712,10.1158/0008-5472.can-05-2534
2713,10.1158/0008-5472.can-07-0674
2715,10.1158/1078-0432.ccr-05-1090
2716,10.1073/pnas.0502101102
2717,10.1038/sj.bjc.6601416
2718,10.1097/01.cej.0000197451.02604.25
2719,10.1073/pnas.0605676103
2720,10.1593/neo.06538
2721,10.1593/neo.05853
2723,10.1038/sj.onc.1210537
2725,10.1196/annals.1386.005
2726,10.1016/j.freeradbiomed.2004.09.022
2727,10.1002/pros.20337
2729,10.1158/1535-7163.mct-06-0056
2731,10.1016/j.ijrobp.2008.07.005
2732,10.1074/jbc.m407046200
2734,10.1073/pnas.0502761102
2735,10.1634/stemcells.2005-0585
2736,10.1038/sj.emboj.7601872
2737,10.1074/jbc.m703310200
2738,10.1016/j.urology.2008.02.060
2739,10.1089/aid.2006.0119
2740,10.1016/j.diff.2008.09.012
2741,10.1158/0008-5472.can-07-6289
2742,10.1038/onc.2008.293
2743,10.1158/0008-5472.can-04-3218
2744,10.1007/s10549-007-9542-7
2746,10.1593/neo.05682
2747,10.1158/0008-5472.can-07-2432
2749,10.1002/pros.20052
2750,10.1016/j.urology.2006.03.073
2751,10.2741/2170
2752,10.1007/s10555-007-9096-5
2753,10.1158/0008-5472.can-07-1018
2754,10.1074/jbc.m601887200
2755,10.2741/2718
2756,10.1158/0008-5472.can-06-4758
2757,10.1007/s10555-007-9098-3
2758,10.1016/j.juro.2006.10.032
2761,10.1091/mbc.e04-11-0978
2762,10.1158/0008-5472.can-04-3666
2763,10.1158/1535-7163.mct-05-0339
2764,10.1158/1078-0432.ccr-07-0867
2765,10.3892/ijo_00000388
2766,10.1038/sj.onc.1209269
2767,10.1002/jcb.20934
2768,10.1091/mbc.e06-04-0261
2769,10.1159/000092419
2770,10.1016/j.canlet.2007.11.023
2771,10.1158/0008-5472.can-04-2548
2772,10.1007/s10735-006-9043-8
2773,10.1016/j.jconrel.2007.04.014
2775,10.1593/neo.07397
2777,10.1158/1078-0432.ccr-04-2185
2778,10.1016/j.ijrobp.2004.09.018
2780,10.1074/jbc.m603678200
2782,10.1002/jps.20721
2785,10.1002/jbm.a.30289
2786,10.4161/cbt.4.1.1382
2787,10.1002/anie.200460800
2788,10.1158/1078-0432.ccr-05-0818
2789,10.1002/pros.20357
2791,10.1016/s1525-0016(16)44912-9
2792,10.1074/jbc.m411382200
2793,10.1016/j.bbrc.2005.06.153
2794,10.1016/j.ijrobp.2006.05.032
2795,10.1007/s10439-007-9300-3
2796,10.1118/1.2208916
2797,10.1088/0031-9155/51/10/010
2798,10.1016/j.ijrobp.2007.02.033
2799,10.1120/jacmp.2027.25368
2800,10.1088/0031-9155/51/6/002
2801,10.1088/0031-9155/50/5/011
2802,10.1148/radiol.2342030889
2803,10.1088/0031-9155/49/10/010
2804,10.1016/j.meddos.2005.03.002
2805,10.1120/jacmp.2020.25266
2806,10.1120/jacmp.2020.21705
2807,10.1088/0031-9155/49/9/006
2808,10.1118/1.1690195
2809,10.1016/j.ijrobp.2004.05.068
2810,10.1088/0031-9155/49/22/010
2811,10.1038/sj.onc.1210663
2813,10.1007/978-1-59745-293-9_30
2814,10.1158/0008-5472.can-05-1702
2815,10.1002/mrm.20523
2817,10.1177/117727190700200006
2818,10.2174/157340505774574781
2819,10.1002/nbm.973
2820,10.1158/0008-5472.can-04-4106
2821,10.1002/mrm.10562
2822,10.1177/153303460400300609
2823,10.1002/mrm.10645
2824,10.1586/14789450.4.3.389
2825,10.1016/j.ccr.2005.01.009
2826,10.1101/gad.1180104
2827,10.1158/1541-7786.mcr-05-0233
2828,10.1016/j.semcdb.2005.03.002
2829,10.1158/1535-7163.mct-06-0227
2830,10.1158/1541-7786.mcr-06-0290
2831,10.1158/1535-7163.mct-05-0215
2832,10.1038/sj.bjc.6603595
2833,10.1038/onc.2008.43
2834,10.1038/sj.onc.1210254
2835,10.1038/sj.bjc.6603277
2836,10.1074/jbc.m702938200
2837,10.1074/jbc.m408947200
2838,10.1002/mc.20275
2839,10.1016/j.ijrobp.2004.02.055
2840,10.1118/1.2163391
2841,10.5114/jcb.2011.21040
2842,10.1118/1.2122467
2843,10.1016/j.radonc.2007.11.024
2844,10.1016/s1535-6108(03)00303-9
2845,10.1038/sj.onc.1209096
2846,10.1038/nrc1274
2847,10.1021/np049624z
2848,10.1038/sj.onc.1208237
2849,10.1124/mol.105.019620
2850,10.1096/fj.04-2910fje
2852,10.1158/1535-7163.mct-05-0250
2853,10.1016/j.tcb.2005.04.008
2854,10.1146/annurev.cellbio.21.122303.120418
2855,10.1083/jcb.200405023
2856,10.1091/mbc.e05-08-0723
2858,10.1038/ncb1529
2859,10.1074/jbc.m311196200
2861,10.1091/mbc.e03-11-0796
2862,10.1158/0008-5472.can-04-3410
2863,10.1074/jbc.m603495200
2864,10.1158/0008-5472.can-07-2785
2865,10.1007/s10870-007-9231-8
2866,10.1007/s12032-007-0017-9
2868,10.1007/s00262-005-0110-x
2870,10.1016/j.vaccine.2007.06.016
2871,10.1007/978-1-59745-194-9_36
2874,10.1158/1541-7786.mcr-07-0229
2875,10.1016/j.vaccine.2009.01.011
2876,10.1038/mt.2009.120
2877,10.1111/j.1600-0463.2008.01020.x
2878,10.1007/s00262-008-0482-9
2879,10.4049/jimmunol.177.10.7398
2880,10.1016/j.ymthe.2005.08.005
2882,10.1097/01.cji.0000165353.19171.41
2883,10.1097/01.cji.0000158854.15664.c2
2884,10.1002/pros.20229
2885,10.1002/pros.20221
2886,10.1016/j.canlet.2005.08.018
2887,10.1074/jbc.m406680200
2888,10.1158/0008-5472.can-04-1574
2889,10.1007/978-3-642-27841-9_3674-2
2890,10.1158/0008-5472.can-06-3643
2891,10.1016/j.chembiol.2008.09.011
2892,10.1158/1535-7163.mct-07-0005
2893,10.1007/s00280-008-0774-y
2894,10.1038/sj.onc.1209425
2895,10.1158/1078-0432.ccr-07-1866
2896,10.4161/cc.5.15.3149
2897,10.1038/ncb1490
2898,10.4161/cc.5.15.3150
2899,10.1038/mt.2009.111
2900,10.1097/cji.0b013e318193d31e
2902,10.1038/nm1444
2903,10.1016/j.mvr.2007.04.002
2904,10.1158/0008-5472.can-06-3801
2905,10.1007/s10278-010-9306-5
2906,10.1158/1541-7786.mcr-09-0121
2907,10.1002/pros.21112
2908,10.1016/s0022-5347(18)37684-5
2909,10.1016/j.bmc.2005.08.021
2910,10.1096/fj.06-7366lsf
2911,10.2174/1573406053765495
2912,10.1016/j.mri.2006.04.003
2913,10.1021/bc049936d
2914,10.1158/1535-7163.mct-04-0313
2915,10.1038/sj.cdd.4402227
2916,10.1038/onc.2008.91
2917,10.1002/pros.20723
2918,10.1016/j.ydbio.2004.06.008
2919,10.1074/jbc.m401488200
2920,10.1677/erc.0.0110225
2921,10.1073/pnas.0308617100
2922,10.1038/sj.gt.3302194
2923,10.1128/mcb.00310-08
2924,10.1158/0008-5472.can-06-4202
2926,10.1073/pnas.0509939103
2927,10.1016/j.ccr.2005.07.015
2928,10.1083/jcb.200412115
2929,10.1242/dev.01891
2931,10.1142/9789812569202_0017
2932,10.1038/sj.onc.1208147
2933,10.1128/mcb.25.6.2498-2510.2005
2934,10.1073/pnas.0510652103
2936,10.1523/jneurosci.4480-05.2006
2937,10.1038/sj.onc.1209020
2938,10.1158/0008-5472.can-05-2341
2940,10.1158/0008-5472.can-05-1986
2942,10.1158/0008-5472.can-05-2816
2944,10.1203/01.pdr.0000203592.04530.06
2945,10.1074/jbc.m512509200
2947,10.1016/j.ccr.2006.03.031
2949,10.1203/01.pdr.0000159632.70510.3d
2950,10.1073/pnas.0409784102
2952,10.1074/jbc.m407874200
2953,10.1073/pnas.0704940104
2954,10.1371/journal.pmed.0040321
2955,10.1073/pnas.0602567103
2956,10.3109/9781420019858.010
2957,10.1016/j.ccr.2004.09.031
2958,10.1038/sj.onc.1208715
2961,10.1016/j.clon.2006.02.005
2963,10.1158/0008-5472.can-06-0802
2964,10.1074/jbc.m607094200
2965,10.1016/j.urology.2005.12.012
2966,10.1016/j.urolonc.2009.03.031
2967,10.4161/auto.3607
2968,10.1016/j.drup.2007.05.001
2969,10.1016/j.ijrobp.2010.01.013
2970,10.1016/j.urolonc.2006.02.018
2971,10.1016/j.ijrobp.2011.01.060
2972,10.1016/j.juro.2009.12.098
2973,10.1667/rr2317.1
2974,10.1155/2005/650109
2975,10.1016/j.ijrobp.2004.09.031
2976,10.1016/j.ijrobp.2005.09.014
2977,10.1016/j.athoracsur.2007.10.101
2978,10.1016/j.ijrobp.2007.06.067
2980,10.1016/j.ijrobp.2005.09.005
2981,10.1016/j.ijrobp.2005.07.981
2982,10.1097/01.ju.0000152698.20487.0e
2983,10.1111/j.1464-410x.2006.06441.x
2984,10.1111/j.1464-410x.2006.06398.x
2985,10.1016/j.ijrobp.2006.05.072
2986,10.1016/j.ijrobp.2006.05.027
2987,10.1016/j.ijrobp.2006.03.006
2988,10.1016/j.brachy.2006.11.003
2989,10.1016/j.brachy.2006.09.003
2990,10.1016/j.ijrobp.2007.02.052
2991,10.1111/j.1464-410x.2007.07016.x
2993,10.1097/ppo.0b013e318156dcbe
2994,10.1016/j.ijrobp.2005.07.248
2995,10.1016/s0360-3016(01)02104-6
2996,10.1016/j.pep.2009.12.002
2997,10.1074/jbc.m109.085779
2998,10.1073/pnas.0704290104
2999,10.1016/j.molcel.2005.06.026
3000,10.1158/0008-5472.can-06-2875
3001,10.1128/mcb.26.10.3798-3809.2006
3002,10.1158/1078-0432.ccr-09-0783
3003,10.1002/ajmg.a.32395
3004,10.1158/1078-0432.ccr-04-1072
3005,10.1021/bi801068p
3006,10.1038/nrc2345
3007,10.1021/bi800133n
3009,10.1016/j.molcel.2005.07.018
3010,10.2741/1986
3011,10.1016/j.urology.2005.08.005
3012,10.1002/cncr.22312
3013,10.1016/j.urology.2007.11.024
3014,10.1038/sj.onc.1210983
3015,10.1158/1055-9965.epi-04-0637
3016,10.1002/ijc.23687
3017,10.1016/j.urology.2007.11.139
3018,10.1007/s12033-007-0021-5
3019,10.4161/cbt.5.12.3374
3020,10.1002/pros.20531
3021,10.1016/j.urology.2005.05.034
3022,10.1186/1756-0500-2-57
3023,10.1007/978-1-4020-5129-6_6
3024,10.1158/0008-5472.can-05-1435
3027,10.1016/j.jsbmb.2005.06.012
3028,10.1359/jbmr.07s213
3029,10.1016/j.cell.2007.08.045
3030,10.1074/jbc.m706978200
3032,10.1128/mcb.24.13.6021-6028.2004
3033,10.1593/neo.06445
3034,10.1074/jbc.m412185200
3035,10.1053/j.semnuclmed.2007.07.003
3038,10.2967/jnumed.107.040667
3040,10.2310/7290.2008.00002
3041,10.1007/s00259-008-0781-6
3042,10.1007/s12149-009-0273-1
3043,10.1021/bc0503216
3044,10.1007/3-540-26809-x_12
3045,10.1158/0008-5472.can-06-1793
3046,10.1002/lsm.20345
3047,10.1158/0008-5472.can-06-0604
3048,10.1371/journal.pone.0003645
3050,10.1210/er.2003-0034
3051,10.1016/j.urolonc.2008.06.002
3053,10.1016/j.juro.2008.01.286
3054,10.1038/onc.2008.250
3055,10.1158/0008-5472.can-07-6403
3056,10.1038/pcan.2008.2
3057,10.1080/01635580701745319
3058,10.1016/j.juro.2008.01.110
3059,10.1016/j.ctrv.2006.12.005
3060,10.1016/j.eururo.2007.02.064
3061,10.1007/s00345-007-0186-3
3062,10.1038/sj.pcan.4500974
3063,10.1016/j.urology.2007.02.002
3064,10.1593/neo.06694
3065,10.1038/sj.pcan.4500922
3066,10.2147/tcrm.2007.3.1.181
3067,10.1016/j.juro.2006.03.063
3068,10.1016/j.eururo.2006.08.009
3069,10.1111/j.1464-410x.2005.05933.x
3070,10.2214/ajr.05.0176
3071,10.1097/01.mou.0000170240.84722.d2
3072,10.1097/01.ju.0000173077.84274.01
3073,10.1111/j.1464-410x.2005.05390.x
3074,10.1002/cncr.20726
3075,10.1038/ncpuro0700
3076,10.1111/j.1532-5415.2007.01354.x
3077,10.1200/jco.2007.13.2555
3078,10.1002/cncr.22698
3079,10.1097/01.mlr.0000255261.81220.29
3080,10.1002/ijc.21465
3082,10.1002/pros.20510
3083,10.1097/01.mlr.0000233684.27657.36
3084,10.1002/cncr.20982
3085,10.1002/cncr.22033
3086,10.1111/j.1464-410x.2006.06260.x
3087,10.1111/j.1464-410x.2006.06649.x
3088,10.1007/s11606-007-0248-7
3089,10.1002/ijc.26348
3090,10.3945/ajcn.2009.28474
3091,10.1158/0008-5472.can-10-3932
3093,10.1128/mcb.01065-07
3094,10.1016/j.molcel.2006.01.033
3095,10.1172/jci26251
3096,10.1042/bj20041800
3097,10.1074/jbc.m501928200
3099,10.1007/s11010-005-9094-2
3100,10.1677/erc-08-0019
3101,10.1038/sj.onc.1210094
3103,10.4161/cbt.5.12.3660
3104,10.4161/cbt.6.1.3786
3105,10.1002/jcp.21278
3106,10.1586/14737140.8.6.967
3107,10.1002/jcb.21062
3108,10.1002/pros.20838
3109,10.1111/j.1464-410x.2009.08531.x
3110,10.1002/pros.20925
3111,10.1016/j.jsbmb.2010.03.046
3112,10.1016/j.jsbmb.2010.03.081
3113,10.1002/cncr.24973
3114,10.1159/000098813
3116,10.1016/j.jsbmb.2006.12.042
3117,10.1007/s00280-009-1000-2
3118,10.1158/0008-5472.can-08-2307
3119,10.1007/s00280-008-0678-x
3120,10.1158/1535-7163.mct-08-0243
3121,10.1007/s00280-006-0299-1
3123,10.1016/j.jsbmb.2006.12.072
3124,10.1158/1078-0432.ccr-06-1165
3126,10.1038/nrc2196
3127,10.1074/jbc.m608894200
3129,10.1007/s00280-006-0247-0
3131,10.1016/j.jsbmb.2006.12.060
3132,10.1158/0008-5472.can-06-1333
3134,10.1159/000098872
3136,10.1158/0008-5472.can-06-0905
3138,10.1002/cncr.21890
3139,10.1016/j.jsbmb.2006.12.008
3141,10.1158/0008-5472.can-07-0617
3143,10.1074/jbc.m408972200
3144,10.1016/j.cell.2006.12.038
3145,10.1186/1471-2407-6-105
3146,10.1074/jbc.m702885200
3147,10.1158/0008-5472.can-05-4123
3148,10.1158/1541-7786.mcr-05-0252
3149,10.3816/cgc.2006.n.034
3150,10.1385/1-59745-369-2:135
3151,10.1002/pros.20488
3152,10.1038/nprot.2007.107
3153,10.1002/pros.20589
3154,10.1016/j.ijrobp.2007.07.1988
3155,10.1088/0031-9155/52/3/011
3156,10.1200/jco.2006.09.7469
3157,10.1118/1.2780105
3159,10.1088/0031-9155/52/14/008
3160,10.1118/1.2767402
3161,10.1118/1.2776671
3162,10.1118/1.2767144
3164,10.1016/j.semradonc.2007.07.004
3165,10.3934/mbe.2007.4.711
3166,10.1016/j.ijrobp.2007.09.054
3167,10.1016/j.ijrobp.2007.09.057
3169,10.1016/j.ijrobp.2007.07.1550
3170,10.1016/j.ijrobp.2007.07.080
3171,10.1016/j.ijrobp.2007.07.243
3172,10.1016/j.ijrobp.2007.07.2020
3173,10.1118/1.2990782
3174,10.1118/1.2975230
3176,10.1088/0031-9155/53/23/002
3177,10.1118/1.3026602
3178,10.1088/0031-9155/54/13/n01
3179,10.1118/1.3110163
3180,10.1118/1.3121425
3181,10.1118/1.2842072
3183,10.1088/0031-9155/53/24/013
3185,10.1118/1.2885719
3186,10.1118/1.2953563
3188,10.1118/1.2905225
3190,10.1016/j.ijrobp.2008.01.042
3191,10.1016/j.laa.2007.06.019
3192,10.1177/153303460800700501
3193,10.1088/0031-9155/53/11/009
3195,10.1158/0008-5472.can-06-4475
3196,10.1016/j.urolonc.2006.07.004
3197,10.1016/j.urolonc.2005.11.033
3198,10.1038/sj.cdd.4402174
3199,10.1158/0008-5472.can-05-3691
3200,10.1158/0008-5472.can-05-0140
3201,10.1002/pros.20451
3202,10.2741/3156
3203,10.1016/j.biopha.2006.08.003
3205,10.1631/jzus.2006.b0411
3206,10.2174/157339406775471821
3207,10.1007/978-1-59745-169-7_3
3208,10.1158/1078-0432.ccr-08-1789
3209,10.1242/jcs.03349
3210,10.1002/pros.21172
3211,10.1002/pros.20837
3212,10.1210/me.2007-0219
3214,10.1074/jbc.m508442200
3216,10.1210/me.2005-0134
3218,10.1074/jbc.m306576200
3220,10.1210/me.2007-0094
3222,10.1002/pros.20693
3223,10.4161/cbt.5.6.2660
3224,10.1186/1476-4598-6-39
3226,10.1007/978-1-59745-104-8_14
3227,10.1002/pros.20623
3228,10.1210/en.2008-0680
3230,10.1007/978-0-387-69179-4_18
3231,10.1002/pros.20893
3232,10.1158/1078-0432.ccr-06-1924
3234,10.1158/1078-0432.ccr-08-0165
3235,10.1002/pros.20353
3236,10.1677/erc.1.00535
3237,10.1158/1078-0432.ccr-07-0085
3238,10.1158/1078-0432.ccr-08-1572
3240,10.1093/annonc/mdn164
3241,10.1158/0008-5472.can-05-2630
3243,10.1385/bmm:2:2:103
3244,10.1138/20050154
3245,10.1007/1-84628-016-8_9
3246,10.1183/09031936.04.00125804
3247,10.1677/erc.1.00543
3248,10.1158/1535-7163.mct-07-0234
3251,10.1007/s11914-007-0027-8
3252,10.1073/pnas.0704357104
3254,10.1007/s10555-006-9023-1
3256,10.2353/ajpath.2007.070582
3258,10.1359/jbmr.0707onj
3259,10.1158/0008-5472.can-06-3950
3260,10.1038/ncpuro0816
3261,10.1016/b978-012370544-0.50056-2
3262,10.1089/hum.2006.17.1152
3263,10.1038/ncb1571
3264,10.4161/cc.6.13.4456
3265,10.1038/sj.onc.1211023
3266,10.1002/pros.20655
3269,10.1210/en.2007-0844
3270,10.1158/1078-0432.ccr-08-1440
3271,10.1158/1078-0432.ccr-09-0264
3272,10.1111/j.1447-0756.2008.00776.x
3273,10.4161/cbt.7.8.6696
3274,10.1016/j.juro.2008.03.185
3275,10.1007/s00018-007-7302-9
3276,10.1210/me.2007-0243
3277,10.1096/fj.07-081463
3278,10.1016/j.febslet.2006.09.072
3279,10.1016/j.febslet.2007.12.001
3280,10.1002/jcb.21446
3281,10.1016/j.bbrc.2007.06.070
3282,10.4161/cc.10.1.14448
3283,10.1002/ijc.22821
3284,10.4161/cc.6.10.4266
3285,10.1073/pnas.0611516104
3286,10.1016/j.febslet.2005.10.012
3287,10.1042/bj20061597
3288,10.1016/j.jada.2007.05.011
3289,10.1080/15287390601172015
3290,10.2172/898480
3291,10.1038/sj.pcan.4500941
3293,10.1159/000122333
3294,10.1073/pnas.0504500102
3295,10.1016/j.ab.2005.06.023
3296,10.1126/science.1129344
3297,10.1038/sj.embor.7400747
3298,10.1016/j.tcb.2006.10.001
3299,10.1371/journal.pbio.0050258
3300,10.1677/erc-08-0013
3303,10.1158/1078-0432.ccr-07-2024
3305,10.1007/978-1-60327-079-3_12
3308,10.1158/1078-0432.ccr-05-0562
3309,10.1016/j.steroids.2006.12.001
3310,10.1210/en.2006-1219
3311,10.1158/0008-5472.can-07-2972
3313,10.1210/en.2006-1761
3314,10.1016/j.mce.2005.05.001
3315,10.1002/pros.20306
3316,10.1038/sj.onc.1209079
3317,10.1210/me.2005-0287
3318,10.1002/ijc.20388
3319,10.1038/sj.onc.1207772
3320,10.1158/1078-0432.ccr-03-0633
3321,10.1016/j.mce.2005.12.009
3322,10.1016/j.jsbmb.2004.03.080
3323,10.1088/0957-4484/18/4/044032
3324,10.1086/504354
3325,10.1038/nature08361
3326,10.2967/jnumed.107.046672
3328,10.1593/neo.08380
3329,10.1007/s10585-008-9173-3
3330,10.1158/1535-7163.mct-05-0393
3331,10.1016/j.bbrc.2005.06.017
3332,10.1158/0008-5472.can-08-0073
3333,10.1016/j.urology.2005.12.032
3334,10.1002/pros.20474
3335,10.1002/ijc.22268
3338,10.1002/ijc.21440
3341,10.1007/s10555-007-9052-4
3343,10.1634/stemcells.2006-0066
3345,10.1158/1535-7163.mct-06-0648
3346,10.1093/carcin/bgi229
3349,10.1128/mcb.26.3.929-939.2006
3350,10.1021/jm701212m
3351,10.1124/mol.107.035287
3352,10.1158/0008-5472.can-07-1662
3353,10.1677/erc.1.01182
3354,10.1158/0008-5472.can-06-3996
3355,10.1074/jbc.m511015200
3356,10.1124/mol.104.007732
3357,10.1158/0008-5472.can-06-2759
3358,10.1016/j.canlet.2007.09.018
3359,10.1210/er.2007-0040
3360,10.1002/pros.20372
3362,10.1002/pros.20551
3364,10.1093/annonc/mdm070
3365,10.1038/sj.clpt.6100301
3366,10.1111/j.1582-4934.2007.00088.x
3367,10.1016/j.bbrc.2005.05.025
3368,10.1158/0008-5472.can-07-2498
3372,10.1158/0008-5472.can-07-6154
3373,10.1016/j.ccr.2007.10.016
3376,10.1158/0008-5472.can-07-2043
3377,10.1158/0008-5472.can-07-1297
3378,10.1038/ng1935
3379,10.1158/0008-5472.can-07-5352
3380,10.1158/0008-5472.can-07-3224
3381,10.1593/neo.07822
3383,10.1593/neo.06625
3384,10.4161/cc.6.10.4247
3385,10.1038/nature06024
3386,10.1016/j.cell.2005.12.032
3387,10.1038/nature03452
3389,10.1016/j.molcel.2008.01.020
3390,10.2353/jmoldx.2007.060115
3393,10.1038/sj.onc.1208814
3394,10.2174/1568009053332618
3395,10.2165/00129785-200505030-00004
3396,10.2165/00129785-200505040-00005
3397,10.2165/00129785-200505050-00005
3398,10.2165/00129785-200505060-00006
3399,10.1196/annals.1359.030
3400,10.1158/0008-5472.can-05-1302
3401,10.1002/pros.20485
3403,10.1158/0008-5472.can-06-3066
3404,10.1038/emboj.2008.25
3405,10.1038/onc.2008.399
3406,10.1016/j.humpath.2005.07.012
3408,10.1016/j.bbrc.2008.02.069
3409,10.1096/fasebj.22.2_supplement.25
3410,10.1038/sj.onc.1208693
3411,10.1038/sj.onc.1209971
3412,10.1158/0008-5472.can-06-4214
3413,10.1158/1078-0432.ccr-07-0640
3414,10.1038/sj.onc.1208852
3416,10.1016/j.immuni.2005.12.002
3417,10.1093/carcin/bgl241
3418,10.1016/j.mce.2004.03.003
3419,10.1016/j.jsbmb.2004.07.003
3420,10.1016/j.jsbmb.2006.12.051
3422,10.1158/0008-5472.can-05-3796
3423,10.1158/0008-5472.can-05-1579
3424,10.1016/j.cell.2005.09.030
3425,10.1002/ijc.23481
3427,10.1016/j.canlet.2006.03.025
3428,10.1385/endo:26:1:001
3429,10.1093/carcin/bgi170
3430,10.1016/j.bmc.2007.06.025
3432,10.1074/jbc.m709479200
3433,10.1158/1535-7163.mct-06-0397
3434,10.1371/journal.pcbi.0020041
3435,10.1158/0008-5472.can-06-1482
3436,10.1124/mol.107.036681
3437,10.1128/mcb.01711-07
3438,10.1016/j.jmb.2006.01.089
3439,10.1002/jcp.20828
3441,10.1210/en.2006-0627
3442,10.1002/pros.20361
3443,10.1158/0008-5472.can-08-2328
3445,10.1002/pros.21065
3447,10.1073/pnas.0710052104
3448,10.1002/gcc.20647
3449,10.1016/s0027-9684(15)30362-x
3450,10.1158/0008-5472.can-07-1066
3451,10.1117/12.655655
3452,10.1667/rr1595.1
3453,10.2353/ajpath.2006.060316
3454,10.1074/jbc.m602490200
3455,10.1038/sj.pcan.4500984
3456,10.1016/j.ccr.2010.04.027
3458,10.1117/1.2940366
3459,10.1073/pnas.0408819102
3460,10.1074/jbc.m109.045203
3461,10.1038/sj.bjc.6604486
3462,10.1128/jvi.80.1.218-225.2006
3463,10.1016/j.juro.2007.05.039
3464,10.3892/ijo.30.4.905
3465,10.1093/carcin/bgm024
3466,10.1158/0008-5472.can-06-3793
3467,10.1016/j.canlet.2006.11.013
3468,10.1158/1078-0432.ccr-07-1133
3469,10.1016/j.juro.2007.06.039
3470,10.1128/mcb.00266-06
3471,10.1007/s10334-008-0121-7
3472,10.1002/nbm.1446
3473,10.1097/01.cdr.0000342344.81082.49
3474,10.1016/j.ydbio.2005.08.018
3475,10.1158/0008-5472.can-06-1636
3476,10.1158/1535-7163.mct-04-0287
3478,10.1016/s0027-9684(15)31480-2
3479,10.1158/1055-9965.epi-07-2709
3481,10.1097/mlr.0b013e31817d696d
3482,10.1016/s0027-9684(15)30878-6
3483,10.1177/1557988307309323
3485,10.1089/acm.2007.0788
3486,10.1210/en.2005-1270
3487,10.1021/np060278q
3488,10.2174/138945006776054979
3489,10.1021/np0604883
3490,10.2174/138161206777698783
3491,10.1016/j.phytochem.2006.06.020
3492,10.1593/neo.06373
3493,10.1196/annals.1402.017
3494,10.1158/0008-5472.can-07-0478
3495,10.1196/annals.1346.047
3496,10.1016/s0083-6729(06)74014-6
3497,10.1586/14789450.2.1.71
3498,10.1182/blood-2007-09-113522
3499,10.1158/1078-0432.ccr-05-1187
3500,10.1002/jcp.20842
3501,10.1002/jcb.20927
3502,10.1002/jcp.22516
3504,10.1158/0008-5472.can-05-0888
3505,10.1002/jcp.21102
3506,10.1002/jcp.21565
3507,10.1073/pnas.0610504104
3508,10.1158/0008-5472.can-07-1483
3509,10.1002/jcp.20422
3510,10.1158/0008-5472.can-06-2918
3511,10.1371/journal.pone.0056692
3513,10.1038/sj.onc.1210323
3514,10.1158/1541-7786.mcr-05-0007
3515,10.4161/cc.6.23.4957
3516,10.1186/1476-4598-6-40
3517,10.1158/0008-5472.can-05-2591
3518,10.1172/jci27648
3519,10.2174/138161208784246180
3520,10.1373/clinchem.2005.064253
3521,10.1385/nbt:1:1:093
3522,10.1002/elps.200406094
3523,10.1002/elps.200500751
3524,10.1002/nbm.1723
3525,10.1002/mrm.22065
3526,10.1038/nsmb1265
3528,10.1038/sj.bjc.6603350
3530,10.1517/13543784.16.11.1817
3532,10.1158/0008-5472.can-06-1794
3534,10.1073/pnas.0801870105
3535,10.1586/14789450.4.5.649
3536,10.1021/pr700749v
3537,10.1074/mcp.m700261-mcp200
3538,10.1021/pr800468j
3539,10.1021/pr800574c
3540,10.1021/bi061994u
3541,10.1089/hum.2005.16.1097
3542,10.1021/nl051264s
3543,10.1158/0008-5472.can-07-0418
3545,10.1186/gb-2007-8-6-r117
3546,10.4161/cc.8.2.7584
3547,10.1186/1750-9378-4-s1-s6
3549,10.4161/cbt.11.12.15709
3550,10.1353/hpu.0.0235
3551,10.1016/j.yexcr.2010.09.015
3553,10.1353/hpu.0.0242
3555,10.4049/jimmunol.177.8.5697
3556,10.1182/blood-2003-12-4319
3557,10.1016/j.ijrobp.2007.10.055
3558,10.1667/rr1349.1
3559,10.1002/cncr.24493
3560,10.2174/156800909790192437
3561,10.1016/j.ijrobp.2004.07.714
3562,10.1002/cncr.20830
3563,10.1016/j.canlet.2009.06.026
3564,10.1016/j.critrevonc.2010.02.004
3565,10.1016/j.ijrobp.2004.09.066
3566,10.1196/annals.1363.012
3567,10.2174/156800906776842957
3568,10.3892/ijo.28.5.1141
3569,10.1016/j.ijrobp.2005.07.005
3570,10.1002/cncr.23206
3571,10.1016/j.ijrobp.2007.09.058
3572,10.1158/0008-5472.can-08-4709
3573,10.1002/cncr.24412
3574,10.1016/j.ijrobp.2008.06.462
3575,10.1002/cncr.20949
3576,10.1016/j.ijrobp.2004.08.029
3577,10.1016/j.ijrobp.2005.09.029
3578,10.2353/ajpath.2010.090293
