"Proposal Title","Principal Investigator","Proposal Number","Award Number","Institution","Program","Mechanism","Research Topic","Fiscal Year","Award Amount"
"Androgen Replacement as Treatment for Hormone Refractory Prostate Cancer","STADLER, WALTER M","PC040903","W81XWH-04-1-0768","Institution: CHICAGO, UNIVERSITY OF","PCRP","Clinical Trial Development Award","Primary: PharmacologySecondary: Hormonal Therapy","2004","$100,000.00"
"The Shaw UNC-CH Center for Prostate Cancer Research (SUCPCR)","HOWARD, DANIEL L","PC040907","W81XWH-05-1-0208","Institution: SHAW UNIVERSITY","PCRP","HBCU Collaborative Partnership Award","Primary: Behavioral EpidemiologySecondary: Training Programs","2004","$852,263.00"
"Examination of CD82 Microdomains in Prostate Cancer","HEMLER, MARTIN E","PC040911","W81XWH-04-1-0911","Institution: DANA-FARBER CANCER INSTITUTE","PCRP","Exploration - Hypothesis Development Award","Primary: Tumor Suppresor GenesSecondary: Progression/ Invasion/ Metastasis","2004","$128,250.00"
"In Vivo Activity of Insulin-like Growth Factor Binding Protein-3 in Prevention of Prostate Cancer Progression","DODD, JANICE G","PC040912","W81XWH-04-1-0907","Institution: MANITOBA, UNIVERSITY OF","PCRP","Idea Development Award","Primary: Signal TransductionSecondary: Centers, Clinical Centers, or Consortia","2004","$436,797.00"
"Development of a Transgenic Mouse Model to Investigate the Role of the Androgen Receptor and its CAG Repeat in Human Prostate Cancer","TRIFIRO, MARK A","PC040915","W81XWH-05-1-0149","Institution: MCGILL UNIVERSITY","PCRP","Exploration - Resource Development Award","Primary: Genomic InstabilitySecondary: Hormone Receptors","2004","$89,511.00"
"Therapeutic Activations of (gamma delta) T Cells in Prostate Cancers","MALKOVSKY, MIROSLAV ","PC040921","W81XWH-05-1-0147","Institution: WISCONSIN, UNIVERSITY OF, MADISON","PCRP","Idea Development Award","Primary: ImmunotherapiesSecondary: Pharmacology","2004","$545,259.20"
"Marine Natural Products-An Untapped Source of New Drugs for Prostate Cancer","NAGLE, DALE G","PC040931","W81XWH-05-1-0119","Institution: MISSISSIPPI, UNIVERSITY OF","PCRP","Exploration - Hypothesis Development Award","Primary: Drug DevelopmentSecondary: Angiogenesis","2004","$107,077.51"
"A Phase II Trial of Androgen Suppression and Radiation Therapy with Samarium-153 in Localized, High-Risk, Prostate Cancer","VALICENTI, RICHARD K","PC040944","W81XWH-04-1-0769","Institution: THOMAS JEFFERSON UNIVERSITY","PCRP","Clinical Trial Development Award","Primary: RadiotherapySecondary: Not Otherwise Specified","2004","$99,761.00"
"Identifying Molecular Targets for Chemoprevention in a Rat Model","DEVERE WHITE, RALPH W","PC040947","W81XWH-05-1-0081","Institution: CALIFORNIA, UNIVERSITY OF, DAVIS","PCRP","Exploration - Hypothesis Development Award","Primary: Animal ModelsSecondary: Chemoprevention","2004","$109,416.00"
"Using Genetically Engineered Mice to Probe the Role of Bioactive Lipids in Prostate Carcinogenesis","STAFFORINI, DIANA M","PC040948","W81XWH-05-1-0135","Institution: UTAH, UNIVERSITY OF","PCRP","Exploration - Hypothesis Development Award","Primary: Functional Study of Biological Molecules","2004","$111,957.75"
"Effect of COX-2 (PGE2) and IL-6 on Prostate Bone Metastases","LEVINE, ALICE C","PC040961","W81XWH-05-1-0166","Institution: MOUNT SINAI SCHOOL OF MEDICINE, NEW YORK","PCRP","Idea Development Award","Primary: Progression/ Invasion/ Metastasis","2004","$635,625.00"
"Dysregulation of the Insulin-Like Growth Factor Binding Protein-3 (IGFBP-3) and IGFBP-3 Receptor Axis in Prostate Tumorigenesis","OH, YOUNGMAN ","PC040971","W81XWH-05-1-0052","Institution: VIRGINIA COMMONWEALTH UNIVERSITY","PCRP","Idea Development Award","Primary: Growth Factors/CytokinesSecondary: Functional Study of Biological Molecules","2004","$562,480.00"
"Development of Antigen Presenting Cells for Adoptive Immunotherapy in Prostate Cancer","OELKE, MATHIAS ","PC040972","W81XWH-05-1-0133","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","New Investigator Award","Primary: PharmacologySecondary: Immunotherapies","2004","$367,216.00"
"Vitamin D and Genistein Inhibition of Prostate Growth","CRAMER, SCOTT D","PC040973","W81XWH-04-1-0853","Performing Institution: WAKE FOREST UNIVERSITY HEALTH SCIENCESContracting Institution: WAKE FOREST UNIVERSITY SCHOOL OF MEDICINE","PCRP","Idea Development Award","Primary: ChemopreventionSecondary: Pharmacology","2004","$44,844.00"
"Systemic Oncolytic Cytokine HSV Therapy of Prostate Cancer","PASSER, BRENT ","PC040985","W81XWH-05-1-0367","Institution: MASSACHUSETTS GENERAL HOSPITAL","PCRP","New Investigator Award","Primary: Not Otherwise SpecifiedSecondary: Immunotherapies","2004","$393,498.00"
"Anticancer Inhibitors of AR-Mediated Gene Expression","PETERSON, BLAKE R","PC040996","W81XWH-05-1-0017","Institution: PENNSYLVANIA STATE UNIVERSITY","PCRP","Idea Development Award","Primary: Drug DevelopmentSecondary: Hormonal Therapy","2004","$349,382.53"
"Magnetic Resonance Spectroscopy (MRS) of Prostatic Fluids for Early Detection of Prostate Cancer","CRAWFORD, E. DAVID ","PC041000","W81XWH-04-1-0858","Performing Institution: COLORADO, UNIVERSITY OF, DENVER, ANSCHUTZ MEDICAL CAMPUSContracting Institution: COLORADO, UNIVERSITY OF, DENVER, HEALTH SCIENCES CENTER","PCRP","Exploration - Hypothesis Development Award","Primary: Magnetic Resonance ImagingSecondary: Cell/Tissue/ Body Fluid Sampling","2004","$115,484.00"
"Role of Androgen Receptor in Progression of Prostate Cancer Cells from G1 into S Phase: New Potential Targets for Treatment of Disseminated Prostate Cancer","REDDY, PREM VEER G","PC041004","W81XWH-05-1-0071","Institution: HENRY FORD HEALTH SYSTEM","PCRP","Idea Development Award","Primary: Hormone ReceptorsSecondary: Cell Cycle","2004","$540,000.00"
"HLH Proteins in Prostate Cancer Cells","DESPREZ, PIERRE-YVES ","PC041013","W81XWH-05-1-0083","Institution: CALIFORNIA PACIFIC MEDICAL CENTER","PCRP","Idea Development Award","Primary: Genomics and ProteomicsSecondary: Biomarkers","2004","$365,085.00"
"IDO Inhibitors for Combination Therapy of Prostate Cancer","PRENDERGAST, GEORGE C","PC041017","W81XWH-05-1-0010","Institution: LANKENAU INSTITUTE FOR MEDICAL RESEARCH (LIMR)","PCRP","Exploration - Hypothesis Development Award","Primary: ImmunotherapiesSecondary: Chemotherapy","2004","$118,400.00"
"Nanoparticle-Based Vaccines for Immunotherapy of Prostate Cancer","MINEV, BORIS R","PC041024","W81XWH-04-1-0863","Institution: CALIFORNIA, UNIVERSITY OF, SAN DIEGO","PCRP","Idea Development Award","Primary: Not Otherwise SpecifiedSecondary: Vaccines","2004","$570,000.00"
"Proof of Concept for Systematic Collection of Optimal Molecular Quality Anatomically Oriented Normal Prostate from Diverse Age and Race Transplant Donors","BOVA, GEORGE S","PC041038","W81XWH-05-1-0084","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Exploration - Resource Development Award","Primary: Research Resources and RegistriesSecondary: Not Otherwise Specified","2004","$122,625.00"
"Pim Protein Kinase-Levels Correlate with Prostate Tumor Growth and Chemo-Resistance-Potential Mechanism of Pim Action","KRAFT, ANDREW S","PC041039","W81XWH-05-1-0126","Institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA","PCRP","Idea Development Award","Primary: Signal TransductionSecondary: Progression/ Invasion/ Metastasis","2004","$569,781.00"
"Role of LIM Kinase 1 in Regulation of Growth and Invasiveness of Prostate Cancer Cells","CHAKRABARTI, RATNA ","PC041048","W81XWH-04-1-0874","Institution: CENTRAL FLORIDA, UNIVERSITY OF","PCRP","Idea Development Award","Primary: Cell CycleSecondary: Progression/ Invasion/ Metastasis","2004","$536,250.00"
"Selective Infarction of Prostate Cancer","LIU, CHENG ","PC041053","W81XWH-05-1-0091","Institution: SCRIPPS RESEARCH INSTITUTE","PCRP","New Investigator Award","Primary: Targeted TherapiesSecondary: Chemotherapy","2004","$422,239.00"
"Combined Radiation and (beta)-Lapachone Millirod Therapy for Prostate Tumors","CHIN, SHOOK FONG ","PC041067","W81XWH-05-1-0127","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","PCRP","Postdoctoral Traineeship Award","Primary: RadiotherapySecondary: Pharmacology","2004","$92,577.50"
"Pilot Comparison of Stromal Gene Expression Among Normal Prostate Tissues and Primary Prostate Cancer Tissues in White and Black Men","BOVA, GEORGE S","PC041074","W81XWH-04-1-0817","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Exploration - Hypothesis Development Award","Primary: Genomics and ProteomicsSecondary: Stromal-Epithelial Interactions","2004","$122,625.00"
"Targeted Chemoradiosensitization of Prostate Cancer","YANG, LI-XI ","PC041075","W81XWH-05-1-0014","Performing Institution: CALIFORNIA PACIFIC MEDICAL CENTER RESEARCH INSTITUTEContracting Institution: CALIFORNIA PACIFIC MEDICAL CENTER","PCRP","Idea Development Award","Primary: PharmacologySecondary: Radiotherapy","2004","$485,742.00"
"Development of STEAP-Based Vaccines for the Treatment of Prostate Cancer","GARCIA-HERNANDEZ, MARIA DE LA LUZ ","PC041078","W81XWH-05-1-0032","Institution: UNIVERSITY OF SOUTHERN CALIFORNIA","PCRP","Postdoctoral Traineeship Award","Primary: Vaccines","2004","$125,000.00"
"Novel Protein Microarray Technology to Examine Men with Prostate Cancer","LILJA, HANS G","PC041086","W81XWH-05-1-0124","Institution: SLOAN KETTERING INSTITUTE FOR CANCER RESEARCH","PCRP","Exploration - Hypothesis Development Award","Primary: Genomics and ProteomicsSecondary: Biomarkers","2004","$126,279.00"
"'Novel Anti-PSMA Antibody-Based Paclitaxel Copolymer Prodrugs for Intraprostatic Treatment of Localized Prostatic Carcinoma'","KLOSTERGAARD, JIM ","PC041102","W81XWH-04-1-0889","Institution: M.D. ANDERSON CANCER CENTER, UNIVERSITY OF TEXAS","PCRP","Idea Development Award","Primary: Targeted TherapiesSecondary: Chemotherapy","2004","$566,250.00"
"Identification of Molecular Mechanisms Involved in the Androgen Receptor Gene Expression in Prostate Cancer","ANDEA, ALEODOR A.","PC041112","W81XWH-05-1-0107","Institution: SLOAN KETTERING INSTITUTE FOR CANCER RESEARCH","PCRP","Postdoctoral Traineeship Award","Primary: Signal TransductionSecondary: Genomics and Proteomics","2004","$93,747.40"
"Non-Invasive Markers of Tumor Growth, Metastases, and Sensitivity to Anti-Neoplastic Therapy","KOUTCHER, JASON A","PC041115","W81XWH-05-1-0108","Institution: SLOAN KETTERING INSTITUTE FOR CANCER RESEARCH","PCRP","Idea Development Award","Primary: Magnetic Resonance ImagingSecondary: Anti-angiogenics","2004","$631,873.00"
"Restoration of Wild-Type Activity to Mutant p53 in Prostate Cancer: A Novel Therapeutic Approach","MANFREDI, JAMES J","PC041117","W81XWH-05-1-0109","Institution: MOUNT SINAI SCHOOL OF MEDICINE, NEW YORK","PCRP","Idea Development Award","Primary: Functional Study of Biological MoleculesSecondary: Drug Development","2004","$630,636.00"
"Inhibition of Fatty Acid Synthase in Prostate Cancer by Olristat, a Novel Therapeutic","KRIDEL, STEVEN J","PC041122","W81XWH-05-1-0065","Performing Institution: WAKE FOREST UNIVERSITY HEALTH SCIENCESContracting Institution: WAKE FOREST UNIVERSITY SCHOOL OF MEDICINE","PCRP","New Investigator Award","Primary: ApoptosisSecondary: Structural Chemistry","2004","$316,631.78"
"A Population Based Genetic Association Study on Prostate Cancer","RAFNAR, THORUNN ","PC041123","W81XWH-05-1-0074","Institution: ICELAND GENOMICS CORPORATION","PCRP","Idea Development Award","Primary: Gene and/or Environmental Epidemiology","2004","$468,750.00"
"Rapid Identification of Alternative Splice Forms, a New Source for Tumor Specific Alterations","WONG, ALBERT J","PC041125","W81XWH-04-1-0924","Institution: LELAND STANFORD JUNIOR UNIVERSITY, THE","PCRP","Exploration - Hypothesis Development Award","Primary: Functional Study of Biological MoleculesSecondary: Not Otherwise Specified","2004","$118,500.00"
"Proteomics of Nedd8 Pathway in Human Prostate Cancer","HUANG, LAN ","PC041126","W81XWH-04-1-0862","Institution: CALIFORNIA, UNIVERSITY OF, IRVINE","PCRP","New Investigator Award","Primary: Genomics and ProteomicsSecondary: Signal Transduction","2004","$342,437.00"
"Zinc Deficiency and Microtubule Function in Prostate Cells","AMES, BRUCE N","PC041140","W81XWH-05-1-0106","Institution: CHILDREN'S HOSPITAL & RESEARCH CENTER AT OAKLAND","PCRP","Exploration - Hypothesis Development Award","Primary: Genomic InstabilitySecondary: Nutrition","2004","$120,075.00"
"Phi29 Hexameric Motor pRNA Nanoparticles as Polyvalent Vector for Prostate Cancer Detection and Specific Targeted Gene Delivery","GUO, PEIXUAN ","PC041144","W81XWH-05-1-0158","Institution: PURDUE UNIVERSITY","PCRP","Exploration - Hypothesis Development Award","Primary: Not Otherwise SpecifiedSecondary: Not Otherwise Specified","2004","$113,998.00"
"Prostate Expression Databases: Gene Expression Resources for Comparative Studies of Prostate Carcinogenesis","NELSON, PETER S","PC041158","W81XWH-05-1-0110","Institution: FRED HUTCHINSON CANCER RESEARCH CENTER","PCRP","Idea Development Award","Primary: Animal ModelsSecondary: Biomarkers","2004","$635,810.00"
"A Phase 1 Clinical Trial of a Novel Blood Dendritic Cell Preparation for the Immunotherapy of Prostate Cancer","HART, DEREK N","PC041175","W81XWH-04-1-0772","Institution: MATER MEDICAL RESEARCH INSTITUTE (MMRI)","PCRP","Clinical Trial Development Award","Primary: Vaccines","2004","$99,861.00"
"Development of the Meharry Medical College Prostate Cancer Research Program","UKOLI, FLORA A","PC041176","W81XWH-05-1-0229","Institution: MEHARRY MEDICAL COLLEGE, NASHVILLE","PCRP","HBCU Collaborative Partnership Award","Primary: Gene and/or Environmental EpidemiologySecondary: Training Programs","2004","$815,865.00"
"Multimodality Image-Guided HDR/IMRT in Prostate Cancer: Combined Molecular Targeting Using Nanoparticle MR, 3D MRSI, and 11C Acetate PET Imaging","KURDZIEL, KAREN A","PC041181","W81XWH-04-1-0773","Institution: VIRGINIA COMMONWEALTH UNIVERSITY","PCRP","Clinical Trial Development Award","Primary: RadiotherapySecondary: Other Imaging","2004","$95,062.89"
"Validation of Quantitative Multimodality Analysis of Telomerase Activity in Urine Cells as a Noninvasive Diagnostic and Prognostic Tool for Prostate Cancer","BOTCHKINA, GALINA I","PC041195","W81XWH-04-1-0774","Institution: NEW YORK, STATE UNIVERSITY OF, STONY BROOK","PCRP","Clinical Trial Development Award","Primary: Clinical BiomarkersSecondary: Cell/Tissue/ Body Fluid Sampling","2004","$63,444.00"
"Adjuvant Immunotherapy for Patients at High Risk of Recurrence Following Radiation Therapy for Prostate Cancer","DEISSEROTH, ALBERT B","PC041199","W81XWH-04-1-0771","Institution: SIDNEY KIMMEL CANCER CENTER","PCRP","Clinical Trial Development Award","Primary: VaccinesSecondary: Immunotherapies","2004","$100,000.00"
"Augmentation of Cytolytic (gamma) (delta) T Cells as a Novel Treatment for Prostate Cancer","MCNEEL, DOUGLAS G","PC041201","W81XWH-04-1-0770","Performing Institution: WISCONSIN, UNIVERSITY OF, CARBONE CANCER CENTERContracting Institution: WISCONSIN, UNIVERSITY OF, MADISON","PCRP","Clinical Trial Development Award","Primary: ChemotherapySecondary: Immunotherapies","2004","$84,536.00"
"(gamma) -H2AX Kinetics as a Molecular Predictor of Prostate Cancer Radiosensitivity and Screening Assay for the Development of Small Molecule Radiosensitizers","KAO, JOHNNY -","PC041206","W81XWH-05-1-0199","Institution: MOUNT SINAI SCHOOL OF MEDICINE, NEW YORK","PCRP","Physician Research Training Award","Primary: Agent Development","2004","$697,255.00"
"Test Bed Development for Detection and Diagnosis of Prostate Cancer via Internet and Wireless Communication Networks","YAO, YU-DONG ","PC041208","W81XWH-05-1-0218","Institution: STEVENS INSTITUTE OF TECHNOLOGY","PCRP","Collaborative Undergraduate HBCU Student Summer Training Program Award","Primary: Computer ModelsSecondary: Training Programs","2004","$200,000.00"
"Distinct Regulation of Prostate Cancer Growth by Two Isoforms of Androgen Receptor Coactivator ARA70 (alpha) and ARA70 (beta)","LEE (LI), PENG ","PC041210","W81XWH-05-1-0206","Institution: NEW YORK UNIVERSITY SCHOOL OF MEDICINE","PCRP","Physician Research Training Award","Primary: Functional Study of Biological MoleculesSecondary: Mechanism of Hormone Action","2004","$699,995.00"
"Prostate Cancer Detection by Molecular Urinalysis","PAVLOVICH, CHRISTIAN P","PC041214","W81XWH-05-1-0167","Performing Institution: JOHNS HOPKINS UNIVERSITY, BAYVIEW MEDICAL CENTERContracting Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Physician Research Training Award","Primary: Clinical Biomarkers","2004","$647,688.00"
"Activation and Protection of Dendritic Cells in the Prostate Cancer Environment","GURULI, GEORGI ","PC041219","W81XWH-05-1-0181","Institution: VIRGINIA COMMONWEALTH UNIVERSITY","PCRP","Physician Research Training Award","Primary: Growth Factors/CytokinesSecondary: Immunotherapies","2004","$763,655.08"
"Gene Expression Analysis of Circulating Hormone Refractory Prostate Cancer Micrometastases","ROSENBERG, JONATHAN E","PC041220","W81XWH-05-1-0175","Institution: DANA-FARBER CANCER INSTITUTE","PCRP","Physician Research Training Award","Primary: Genomics and ProteomicsSecondary: Biomarkers","2004","$560,000.00"
"Molecular Targeting of the PI3K/Akt Pathway to Prevent the Development Hormone Resistant Prostate Cancer","WALKER, JONATHAN R","PC041222","W81XWH-05-1-0187","Institution: ARIZONA, UNIVERSITY OF, TUCSON","PCRP","Physician Research Training Award","Primary: Genomics and ProteomicsSecondary: Chemotherapy","2004","$677,992.00"
"Common Variants as a Molecular Signature for Aggressive Prostate Cancer","ERCOLE, BARBARA ","PC041223","W81XWH-05-1-0203","Institution: TEXAS, UNIVERSITY OF, HEALTH SCIENCE CENTER AT SAN ANTONIO","PCRP","Physician Research Training Award","Primary: Gene and/or Environmental EpidemiologySecondary: Genomic Instability","2004","$699,385.00"
