"","Proposal Number","Publication"
"831","PC010531","Jacoby JJ, Kalinowski A, Liu M, et al.  2003.  Cardiomyocyte-restricted knockout of STAT3 results in higher sensitivity to inflammation, cardiac fibrosis, and heart failure with advanced age.  Proc. Natl. Acad. Sci. USA 100:12929-12934."
"832","PC010536","Hongo F, Huerta-Yepez S, Vega M, et al.  2005.  Inhibition of the transcription factor Yin Yang 1 (YY1) activity by S-nitrosation.  Biochem Biophys Res Commun 336:692-701.

"
"833","PC010536","Jazirehi AR, Vega M, Odabaei G, et al.  2004.  Rituximab-mediated inhibition of the Raf-1-MEK1/2-ERK1/2 signaling pathway and chemosensitization of non-hodgkin¿s lymphoma B-cells: Involvement of Raf-1 kinase inhibitor protein (RKIP) and Bcl-[xL] expression.  Cancer Res 64:7117-7126."
"834","PC010536","Ng CP, Bonavida B (2002): X-linked inhibitor of apoptosis (XIAP) blocks Apo2 ligand/tumor necrosis factor-related apoptosis-inducing ligand-mediated apoptosis of prostate cancer cells in the presence of mitochondrial activation: sensitization by overexpression of second mitochondria-derived activator of caspase/direct IAP-binding protein with low pl (Smac/DIABLO). Mol Cancer Ther 1:1051-8."
"835","PC010536","Ng CP, Bonavida B (2002): A new challenge for successful immunotherapy by tumors that are resistant to apoptosis: two complementary signals to overcome cross- resistance. Adv Cancer Res 85:145-74."
"836","PC010536","Ng CP, Zisman A, Bonavida B (2002): Synergy is achieved by complementation with Apo2L/TRAIL and actinomycin D in Apo2L/TRAIL-mediated apoptosis of prostate cancer cells: role of XIAP in resistance. Prostate 53:286-99."
"837","PC010536","Huerta-Yepez S, Vega M, Jazirehi A, et al.  2004.  Nitric oxide sensitizes prostate carcinoma cell lines to TRAIL-mediated apoptosis via inactivation of NF-kappaB and inhibition of Bcl-xL expression.  Oncogene 23:4993-5003."
"838","PC010536","Gordon S, Akopyan G, Garban H, et al.  2006.  Transcription factor YY1: Structure, function, and therapeutic implications in cancer.  Oncogene 25:1125-42."
"839","PC010536","Bonavida B, Huerta-Yepez S, Goodglick L, et al.  2005.  Can we develop biomarkers that predict response of cancer patients to immunotherapy?  Biomarkers 10(1):69-76."
"840","PC010536","Bonavida B.  2006.  Principles of tumor immunology.  In: Nutritional Oncology (Herber D, Ed.)."
"841","PC010536","Seligson D, Horvath S, Huerta-Yepez S, et al.  2005.  Expression of transcription factor Yin Yang 1 in prostate cancer.  Int J Oncol 27(1):131-141."
"842","PC010536","Massengill JC, Sun L, Moul JW, Wu H, McLeod DG, Amling C, Lance R, Foley J, Sexton W, Kusuda L, Chung A, Soderdahl D, Donahue T (2003): Pretreatment total testosterone level predicts pathological stage in patients with localized prostate cancer treated with radical prostatectomy. J Urol 169:1670-5."
"843","PC010536","Mizutani Y, Matsubara H, Yamamoto K, et al.  2004.  Prognostic significance of serum osteoprotegerin levels in patients with bladder carcinoma.  Cancer 101(8):1794-1802.

"
"844","PC010536","Odabaei G, Chatterjee D, Jazirehi AR, et al.  2004.  Raf-1 kinase inhibitor protein (PKIP): Structure, function, regulation of cell signaling and pivotal role in apoptosis.  Adv Cancer Res 91:169-200."
"845","PC010536","Jazirehi AR, Gan X-H, De Vos S, et al.  2003.  Rituximab (anti-CD20) selectively down-regulates Bcl-[xL] and up-regulates Apaf-1 in non-hodgkin¿s lymphoma (NHL) b-cells: Complementation with paclitaxel results in synergy in apoptosis.  Mol Cancer Ther 2:1183-1193."
"846","PC010536","Hansch C, Jazirehi A, Medapati SB, et al.  2003.  QSAR of apoptosis induction in various cancer cells.  Bioorg Med Chem 11:3015:3019."
"847","PC010536","Frost B, Caliliw R, Belldegrun A, et al.  2003.  Immunosensitzation of resistant human tumor cells to cytotoxicity by tumor infiltrating lymphocytes (TIL).  Int J Oncol 22(2):431-437."
"848","PC010537","Dwivedi PP, PH Anderson, JL Omdahl, et al., 2005.  Identification of growth factor independent-1 (GFI1) as a repressor of 25-hydroxyvitamin D 1-alpha hydroxylase (CYP27B1) gene expression in human prostate cancer cells.  Endocrine Related Cancer 12:1-15."
"849","PC010538","·Chandra D and Tang DG.  2003.  Mitochondrially-localized active caspase-9 and caspase-3 results mostly from translocation from cytosol and partly from caspase-mediated activation in the organelle: Lack of evidence for         Apaf-1-mediated procaspase-9 activation in the mitochondria.        J. Biol. Chem. 278:17408-17420."
"850","PC010538","Chandra D, Choy G, Tang DG.  2007.  Cytosolic accumulation of HSP60 during apoptosis with or without apparent mitochondrial release: evidence that its pro-apoptotic or pro-survival functions involve differential interactions with caspase-3.  J Biol Chem 282(43):31289-31301."
"851","PC010538","Chandra D, Liu JW, Tang DG. 2002. Early mitochondrial activation and cytochrome c up-regulation during apoptosis. J Biol Chem. 277(52):50842-54."
"852","PC010538","Chandra D, Choy G, Deng X, et al. 2004. Association of active caspase 8 with the mitochondrial membrane during apoptosis: potential roles in cleaving BAP31 and caspase 3 and mediating mitochondrion-endoplasmic reticulum cross talk in etoposide-induced cell death. Mol Cell Biol. 24(15):6592-607."
"853","PC010541","Buchsbaum DJ, Chaudhuri TF, Yamamoto M, Zinn KR. 2004. Gene expression imaging with radiolabeled peptides. Ann. Nucl. Med. 18(4):275-283."
"854","PC010541","Kaliberov SA, Kaliberova LN, Stockard CR, Grizzle WE, Buchsbaum DJ. 2004. Adenovirus-mediated FLT1-targeted proapototic gene therapy of human prostate cancer. Mol. Ther. 10(6):1059-1070."
"855","PC010541","Buchsbaum DJ, Chaudhuri TR, Zinn KR. 2005. Radiotargeted gene therapy. J. Nucl. Med. 46 Suppl 1:179S-186S."
"856","PC010551","Emelianov SY, Hamilton MF, Ilinskii YU A, et al.  2004.  Nonlinear dynamics of a gas bubble in an incompressible elastic medium.  J Acoust Soc Am 115:581-588."
"857","PC010555","Lin HK, YC Hu, L Yang, et al., 2003.  Suppression versus induction of androgen receptor functions by the phosphatidylinositol 3-kinase/Akt pathway in prostate cancer LNCaP cells with different passage numbers.  J. Biol. Chem. 278:50902-50907."
"858","PC010555","Lin HK, YC Hu, DK Lee, and C Chang, 2004.  Regulation of androgen receptor signaling by PTEN (phosphatase and tensin homolog deleted on chromosome 10) tumor suppressor through distinct mechanisms in prostate cancer cells.  Mol. Endoocrinol. 18:2409-2423."
"859","PC010555","Lin HK, Hu YC, Yang L, et al. 2003.  Suppression versus induction of androgen receptor funtions by the phosphatidyinositol3-kinase/Akt pathway in PC LNCaP cells with different passage numbers. JBiol Chem.  278(51):50902-50907"
"860","PC010562","Ramaswamy S, Nakamura N, Sansal I, Bergeron L, Sellers WR (2002): A novel mechanism of gene regulation and tumor suppression by the transcription factor FKHR. Cancer Cell 2:81-91."
"861","PC010562","Sansal I and Sellers WR.  2004.  The biology and clinical relevance of the PTEN tumor suppressor pathway.  J Clin Oncol 22:2954-2963."
"862","PC010563","Knudsen BS and Edlund M.  2004.  Prostate cancer and the Met hepatocyte growth factor receptor.  Adv Cancer Res 91:32-67."
"863","PC010566","Britt DE, DF Yang, DQ Yang, et al., 2004.  Identification of a novel protein, LYRIC, localized to tight junctions of polarized epithelial cells.  Exp. Cell Res. 300:134-148."
"864","PC010575","Gery S, and HP Koeffler, 2003.  Repression of the TMEFF2 promoter by c-Myc.  J. Mol. Biol. 328:977-83."
"865","PC010575","Gery S, D Yin, D Xie, et al., 2003.  TMEFF1 and brain tumors. Oncogene 22:2723-7."
"866","PC010577","Okazaki T and Sakamuro D.  2007.  Induction of Fas (CD95/APO-1) ligand is essential for p53-dependent apoptosis in an in vitro renal carcinoma model system.  J Cancer Res Clin Oncol 133:581-588."
"867","PC010577","Pyndiah S, Tanida S, Ahmed KM, et al.  2011.  c-MYC suppresses BIN1 to release poly(ADP--ribose) polymerase 1: A mechanism by which cancer cells acquire cisplatin resistance.  Sci Signal 4(166):ra19."
"868","PC010577","Kumari A, Iwasaki T, Pyndiah S, Cassimere EK, Palani CD, Sakamuro D. 2015. Regulation of E2F1-induced apoptosis by poly(ADP-ribosyl)ation. Cell Death Differ. 22(2):311-22."
"869","PC010577","Cassimere EK, Pyndiah S, and Sakamuro D.  2009.  The c-MYC-interacting proapoptotic tumor suppressor BIN1 is a transcriptional target for E2F1 in response to DNA damage.  Cell Death & Diff 16:1641-1653."
"870","PC010577","Kinney EL, Tanida S, Rodrigue AA, et al.  2008.  Adenovirus E1A oncoprotein liberates c-Myc activity to promote cell proliferation through abating Bin1 expression via an Rb/E2F1-dependent mechanism.  J Cell Physiol 216:621-631."
"871","PC010582","Zhou L, Civitello ER, Gupta N, et al.  2005.  Endowning RNas H-inactive antisense with catalytic activity: 2-5A-Morphants.  Bioconjug Chem 16(2):383-390."
"872","PC010582","
Torrence PF, Civitello E, Powell L, et al.  2003.  Harnessing the 2-5A system: A new therapeutic approach to prostate cancer.  Recent Research Developments in Nucleosides and Nucleotides 1:49-58.
"
"873","PC010583","Mazzone M, Baldassarre M, Beznoussenko G, et al.  2004.  Intracellular processing and activation of membrane type 1 matrix metalloprotease depends on its partitioning into lipid domains.  J Cell Sci 117:6275-6287."
"874","PC010583","Pavlaki, M., Cao, J., Hymowitz, M., Chen, W. T., Bahou, W., Zucker, S  2002.  A conserved sequence within the propeptide domain of membrane type 1 matrix metalloproteinase is critical for function as an intra-molecular chaperone. Journal of Biochemistry 277(4):2740-2749."
"875","PC010583","Zucker, S., Hymowitz, M., Conner, C., DeClerck, Y., Cao, J.   2004.  TIMP-2 is released as an intact molecule following binding to MT1-MMP on the cell surface. Experimental Cell Research 293:164-74"
"876","PC010583","Jiang C, Wang Z, Ganther H, Lu J (2002): Distinct effects of methylseleninic acid versus selenite on apoptosis, cell cycle, and protein kinase pathways in DU145 human prostate cancer cells. Mol Cancer Ther 1:1059-66."
"877","PC010583","Zucker S, Doshi K, and Cao J.  2004.  Measurement of matrix metalloproteinases (MMPs) and tissue inhibitors of metalloproteinases (TIMP) in blood and urine: Potential clinical applications.  Adv Clin Chem 38:37-85."
"878","PC010583","Zucker, S., Pei, D. , Cao, J. , Lopez-Otin, C. .  2003.  Membrane type-matrix metalloproteinases (MT-MMP). Current Top Development Biology 54:1-74."
"879","PC010583","Chandra D, Liu JW, Tang DG (2002): Early mitochondrial activation and cytochrome c up-regulation during apoptosis. J Biol Chem 277:50842-54."
"880","PC010583","Caudroy, S. , Polette, M., Nawrocki-Raby, B., Cao, J., Toole, B. P., Zucker, S., Birembaut, P.   2002.  EMMPRIN-mediated MMP regulation in tumor and endothelial cells. Clinical Experimental Metastasis 19(8):697-702."
"881","PC010591","Brewer CF, Miceli MC, Baum LG (2002): Clusters, bundles, arrays and lattices: novel mechanisms for lectin- saccharide-mediated cellular interactions. Curr Opin Struct Biol 12:616-23."
"882","PC010591","·He J and Baum LG.  2004.  Presentation of galectin-1 by extracellular matrix triggers T cells death.  J. Biol. Chem. 2004 Feb 6: 279 (6): 4705-12.

"
"883","PC010599","·Kemp TJ, Elzey BD, Griffith TS.  2003.  Plasmacytoid dendritic cell-derived IFN-alpha induces TNF-related apoptosis-inducing ligand/Apo-2L-mediated antitumor activity by human monocytes following CpG oligodeoxynucleotide stimulation.  J. Immunol. 171:212-218."
"884","PC010599","Ludwig AT, Moore JM, Luo Y, et al.  2004.  TNF-related apoptosis inducing ligand (TRAIL/Apo-2L): A novel mechanism for BCG-induced anti-tumor activity. Cancer Res 64:3386-3390."
"885","PC010599","Kemp TJ, Moore IM, and Griffith TS.  2004.  Human B cells express functional TRAIL/Apo-2L after CpG ODN stimulation. J Immunol 173:892-899.

"
"886","PC010599","VanOosten RL, Moore IM, Ludwig AT, et al.  Depsipeptide (FR901228) enhances the cytotoxic activity of TRAIL by redistributing TRAIL receptor to membrane lipid rafts.  Mol Ther 11:542-552."
"887","PC010599","·Kemp TJ, Kim JS, Crist SA, et al.  2003.  Induction of necrotic tumor cell death by TRAIL/Apo-2L.  Apoptosis 8:587-899."
"888","PC010599","·Griffith TS and Kemp TJ.  2003.  The topoisomerase I inhibitor topotecan increases the sensitivity of prostate tumor cells to TRAIL/Apo-2L-induced apoptosis.  Cancer Chemother. Pharmacol. 52:175-184"
"889","PC010614","Hernandez J, Balic I, Johnson-Pais TL, et al. 2006.  Association between an estrogen receptor alpha gene polymorphism and the risk of prostate cancer in black men.
J Urol.175(2):523-7.
"
"890","PC010614","Verheul HM, Qian DZ, Carducci MA, et al. 2007. Sequence-dependent antitumor effects of differentiation agents in combination with cell cycle-dependent cytotoxic drugs. Cancer Chemother Pharmacol. 60(3):329-339."
"891","PC010614","Hall DC, Johnson-Pais TL, Grubbs B, et al. 2008. Maspin reduces prostate cancer metastasis to bone. Urol Oncol 26(6):652-658."
"892","PC010614","Vijayakumar S, Hall DC, Reveles XT, et al. 2006.  Detection of recurrent copy number loss at Yp11.2 involving TSPY gene cluster in prostate cancer using array-based comparative genomic hybridization. Cancer Res.66(8):4055-64.  
"
"893","PC010614","·Padalecki SS, KS Weldon, XT Reveles, et al.  2003.  Chromosome 18 suppresses prostate cancer metastases.  Urologic Oncology 21: 366-373."
"894","PC010614","Schwartz Z, Graham EJ, Wang L, J Cell Physiol. 2005.  Phospholipase A2 activating protein (PLAA) is required for 1alpha,25(OH)2D3 signaling in growth plate chondrocytes. J Cell Physiol. 2005 Apr;203(1):54-70.
"
"895","PC010617","Sun YX, Schneider A, Jung Y, et al.  2005.  Skeletal localization and neutralization of the SDF-1(CXCL12)/CXCR4 axis blocks prostate cancer metastasis and growth in osseous sites in vivo.  J Bone Miner Res 20:318-329."
"896","PC010617","Zhou H, Wu T, Wu X, et al.  2004.  Inhibition of breast cancer metastasis by selective synthetic polypeptide against CXCR4 chemokine receptor.  Cancer Res 64:4302-4308."
"897","PC010617","Cooper CR, Sikes RA, Nicholson BE, et al.  2004.  Cancer cells homing to bone: the significance of chemotaxis and cell adhesion. Cancer Treat Res 118:291-309."
"898","PC010617","Havens A, Wang J, Sun YX, et al.  2003.  The role of CD164 in metastatic cancer.  University of Michigan Undergraduate Research Opportunity Program Book."
"899","PC010633","Heltemes LM, Hagan CR, Mitrofanova EE, Panchal RG, Guo J, Link CJ (2003): The rat sodium iodide symporter gene permits more effective radioisotope concentration than the human sodium iodide symporter gene in human and rodent cancer cells. Cancer Gene Ther 10:14-22."
"900","PC010633","·Mitrofanova E, Hagan C, Qi J, et al.  2003.  Sodium iodide symporter/radioactive iodine system has a more efficient antitumor effect in a three dimensional structure.  Anticancer Research 23:2397-2404."
"901","PC010633","Mitrofanova E, Unfer R, Vahanian N, et al.  2004.  Rat sodium iodide symporter (rNIS) for radioiodide therapy of cancer.  Clin Cancer Res 10:6969-6976."
"902","PC010633","Mitrofanova E, Unfer R, Vahanian N, et al.  2005.  Effective growth arrest of a human colon cancer in mice, using rNIS and radioiodine therapy. Human Gene Ther 16:1333-1337.

"
